test	back	pval	kval
Antechinus_flavipes	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0606	1.55
Dasyurus_viverrinus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.1711	0.42
Dromiciops_gliroides	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.5741	1.13
Gracilinanus_agilis	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Node37`	0.0025	1.79
Lagorchestes_hirsutus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.7602	1.15
Macropus_fuliginosus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.9550	0.50
Macropus_giganteus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0743	2.94
Macrotis_lagotis	`Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0284	0.59
Monodelphis_domestica	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Gracilinanus_agilis,Node37`	0.5247	1.18
Myrmecobius_fasciatus	`Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.6280	1.13
