test	back	pval	kval
Antechinus_flavipes	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0164	0.00
Dasyurus_viverrinus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.3352	0.26
Dromiciops_gliroides	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node37`	1.0000	0.94
Gracilinanus_agilis	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Node37`	0.1654	0.00
Lagorchestes_hirsutus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0295	0.00
Macropus_fuliginosus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0740	1.69
Macropus_giganteus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.4975	1.47
Macrotis_lagotis	`Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.0657	0.00
Monodelphis_domestica	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Gracilinanus_agilis,Node37`	0.3138	0.81
Myrmecobius_fasciatus	`Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.5419	1.15
